laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN5159000000000,51,590,"Danville city, VA",2006,"20,172","18,405","1,767",8.8
CN5159500000000,51,595,"Emporia city, VA",2006,"2,503","2,364",139,5.6
CN5160000000000,51,600,"Fairfax city, VA",2006,"13,230","12,903",327,2.5
CN5161000000000,51,610,"Falls Church city, VA",2006,"6,509","6,320",189,2.9
CN5162000000000,51,620,"Franklin city, VA",2006,"3,798","3,617",181,4.8
CN5163000000000,51,630,"Fredericksburg city, VA",2006,"11,645","11,180",465,4
CN5164000000000,51,640,"Galax city, VA",2006,"3,035","2,849",186,6.1
CN5165000000000,51,650,"Hampton city, VA",2006,"67,151","64,648","2,503",3.7
CN5166000000000,51,660,"Harrisonburg city, VA",2006,"21,715","21,062",653,3
CN5167000000000,51,670,"Hopewell city, VA",2006,"10,294","9,811",483,4.7
CN5167800000000,51,678,"Lexington city, VA",2006,"2,291","2,183",108,4.7
CN5168000000000,51,680,"Lynchburg city, VA",2006,"31,925","30,750","1,175",3.7
CN5168300000000,51,683,"Manassas city, VA",2006,"20,267","19,732",535,2.6
CN5168500000000,51,685,"Manassas Park city, VA",2006,"6,622","6,467",155,2.3
CN5169000000000,51,690,"Martinsville city, VA",2006,"5,838","5,410",428,7.3
CN5170000000000,51,700,"Newport News city, VA",2006,"86,219","83,110","3,109",3.6
CN5171000000000,51,710,"Norfolk city, VA",2006,"95,709","91,598","4,111",4.3
CN5172000000000,51,720,"Norton city, VA",2006,"1,514","1,435",79,5.2
CN5173000000000,51,730,"Petersburg city, VA",2006,"13,888","13,012",876,6.3
CN5173500000000,51,735,"Poquoson city, VA",2006,"6,299","6,150",149,2.4
CN5174000000000,51,740,"Portsmouth city, VA",2006,"45,779","43,744","2,035",4.4
CN5175000000000,51,750,"Radford city, VA",2006,"7,239","6,961",278,3.8
CN5176000000000,51,760,"Richmond city, VA",2006,"95,448","90,997","4,451",4.7
CN5177000000000,51,770,"Roanoke city, VA",2006,"45,481","43,761","1,720",3.8
CN5177500000000,51,775,"Salem city, VA",2006,"13,073","12,680",393,3
CN5179000000000,51,790,"Staunton city, VA",2006,"11,241","10,893",348,3.1
CN5180000000000,51,800,"Suffolk city, VA",2006,"39,342","37,958","1,384",3.5
CN5181000000000,51,810,"Virginia Beach city, VA",2006,"221,582","215,051","6,531",2.9
CN5182000000000,51,820,"Waynesboro city, VA",2006,"9,877","9,559",318,3.2
CN5183000000000,51,830,"Williamsburg city, VA",2006,"4,811","4,525",286,5.9
CN5184000000000,51,840,"Winchester city, VA",2006,"14,212","13,793",419,2.9
CN5300100000000,53,1,"Adams , WA",2006,"8,063","7,512",551,6.8
CN5300300000000,53,3,"Asotin , WA",2006,"10,232","9,758",474,4.6
CN5300500000000,53,5,"Benton , WA",2006,"83,218","78,060","5,158",6.2
CN5300700000000,53,7,"Chelan , WA",2006,"39,463","37,252","2,211",5.6
CN5300900000000,53,9,"Clallam , WA",2006,"29,619","27,739","1,880",6.3
CN5301100000000,53,11,"Clark , WA",2006,"205,896","192,980","12,916",6.3
CN5301300000000,53,13,"Columbia , WA",2006,"1,506","1,366",140,9.3
CN5301500000000,53,15,"Cowlitz , WA",2006,"42,952","39,906","3,046",7.1
CN5301700000000,53,17,"Douglas , WA",2006,"20,129","19,037","1,092",5.4
CN5301900000000,53,19,"Ferry , WA",2006,"2,946","2,650",296,10
CN5302100000000,53,21,"Franklin , WA",2006,"30,005","27,719","2,286",7.6
CN5302300000000,53,23,"Garfield , WA",2006,"1,043",983,60,5.8
CN5302500000000,53,25,"Grant , WA",2006,"38,924","36,151","2,773",7.1
CN5302700000000,53,27,"Grays Harbor , WA",2006,"31,044","28,686","2,358",7.6
CN5302900000000,53,29,"Island , WA",2006,"32,363","30,548","1,815",5.6
CN5303100000000,53,31,"Jefferson , WA",2006,"13,603","12,861",742,5.5
CN5303300000000,53,33,"King , WA",2006,"1,043,636","1,004,810","38,826",3.7
CN5303500000000,53,35,"Kitsap , WA",2006,"121,958","115,759","6,199",5.1
CN5303700000000,53,37,"Kittitas , WA",2006,"19,466","18,357","1,109",5.7
CN5303900000000,53,39,"Klickitat , WA",2006,"9,517","8,785",732,7.7
CN5304100000000,53,41,"Lewis , WA",2006,"31,197","28,853","2,344",7.5
CN5304300000000,53,43,"Lincoln , WA",2006,"4,663","4,377",286,6.1
CN5304500000000,53,45,"Mason , WA",2006,"24,647","23,085","1,562",6.3
CN5304700000000,53,47,"Okanogan , WA",2006,"20,654","19,173","1,481",7.2
CN5304900000000,53,49,"Pacific , WA",2006,"9,161","8,515",646,7.1
CN5305100000000,53,51,"Pend Oreille , WA",2006,"5,115","4,705",410,8
CN5305300000000,53,53,"Pierce , WA",2006,"373,684","352,910","20,774",5.6
CN5305500000000,53,55,"San Juan , WA",2006,"8,222","7,884",338,4.1
CN5305700000000,53,57,"Skagit , WA",2006,"56,494","53,316","3,178",5.6
CN5305900000000,53,59,"Skamania , WA",2006,"5,086","4,696",390,7.7
CN5306100000000,53,61,"Snohomish , WA",2006,"358,027","343,319","14,708",4.1
CN5306300000000,53,63,"Spokane , WA",2006,"227,128","214,779","12,349",5.4
CN5306500000000,53,65,"Stevens , WA",2006,"18,169","16,778","1,391",7.7
CN5306700000000,53,67,"Thurston , WA",2006,"123,916","117,699","6,217",5
CN5306900000000,53,69,"Wahkiakum , WA",2006,"1,623","1,506",117,7.2
CN5307100000000,53,71,"Walla Walla , WA",2006,"28,717","27,028","1,689",5.9
CN5307300000000,53,73,"Whatcom , WA",2006,"102,885","97,820","5,065",4.9
CN5307500000000,53,75,"Whitman , WA",2006,"20,338","19,456",882,4.3
CN5307700000000,53,77,"Yakima , WA",2006,"118,626","109,807","8,819",7.4
CN5400100000000,54,1,"Barbour , WV",2006,"6,740","6,353",387,5.7
CN5400300000000,54,3,"Berkeley , WV",2006,"45,306","43,394","1,912",4.2
CN5400500000000,54,5,"Boone , WV",2006,"9,422","8,976",446,4.7
CN5400700000000,54,7,"Braxton , WV",2006,"5,954","5,625",329,5.5
CN5400900000000,54,9,"Brooke , WV",2006,"10,974","10,162",812,7.4
CN5401100000000,54,11,"Cabell , WV",2006,"44,611","42,568","2,043",4.6
CN5401300000000,54,13,"Calhoun , WV",2006,"2,718","2,521",197,7.2
CN5401500000000,54,15,"Clay , WV",2006,"3,487","3,247",240,6.9
CN5401700000000,54,17,"Doddridge , WV",2006,"2,882","2,731",151,5.2
CN5401900000000,54,19,"Fayette , WV",2006,"18,034","17,016","1,018",5.6
CN5402100000000,54,21,"Gilmer , WV",2006,"3,107","2,961",146,4.7
CN5402300000000,54,23,"Grant , WV",2006,"5,131","4,822",309,6
CN5402500000000,54,25,"Greenbrier , WV",2006,"15,628","14,663",965,6.2
CN5402700000000,54,27,"Hampshire , WV",2006,"9,817","9,427",390,4
CN5402900000000,54,29,"Hancock , WV",2006,"14,572","13,462","1,110",7.6
CN5403100000000,54,31,"Hardy , WV",2006,"7,266","6,980",286,3.9
CN5403300000000,54,33,"Harrison , WV",2006,"30,786","29,338","1,448",4.7
CN5403500000000,54,35,"Jackson , WV",2006,"11,824","11,204",620,5.2
CN5403700000000,54,37,"Jefferson , WV",2006,"24,802","23,959",843,3.4
CN5403900000000,54,39,"Kanawha , WV",2006,"91,497","87,484","4,013",4.4
CN5404100000000,54,41,"Lewis , WV",2006,"7,362","6,983",379,5.1
CN5404300000000,54,43,"Lincoln , WV",2006,"7,961","7,475",486,6.1
CN5404500000000,54,45,"Logan , WV",2006,"12,894","12,265",629,4.9
CN5404700000000,54,47,"McDowell , WV",2006,"6,948","6,413",535,7.7
CN5404900000000,54,49,"Marion , WV",2006,"26,160","24,990","1,170",4.5
CN5405100000000,54,51,"Marshall , WV",2006,"15,014","14,155",859,5.7
CN5405300000000,54,53,"Mason , WV",2006,"10,478","9,747",731,7
CN5405500000000,54,55,"Mercer , WV",2006,"24,324","23,122","1,202",4.9
CN5405700000000,54,57,"Mineral , WV",2006,"13,448","12,767",681,5.1
CN5405900000000,54,59,"Mingo , WV",2006,"8,590","8,118",472,5.5
CN5406100000000,54,61,"Monongalia , WV",2006,"45,922","44,330","1,592",3.5
CN5406300000000,54,63,"Monroe , WV",2006,"5,944","5,617",327,5.5
CN5406500000000,54,65,"Morgan , WV",2006,"7,122","6,786",336,4.7
CN5406700000000,54,67,"Nicholas , WV",2006,"10,662","10,091",571,5.4
CN5406900000000,54,69,"Ohio , WV",2006,"20,981","19,976","1,005",4.8
CN5407100000000,54,71,"Pendleton , WV",2006,"3,850","3,687",163,4.2
CN5407300000000,54,73,"Pleasants , WV",2006,"3,177","2,999",178,5.6
CN5407500000000,54,75,"Pocahontas , WV",2006,"3,818","3,522",296,7.8
CN5407700000000,54,77,"Preston , WV",2006,"14,906","14,230",676,4.5
CN5407900000000,54,79,"Putnam , WV",2006,"27,138","26,023","1,115",4.1
CN5408100000000,54,81,"Raleigh , WV",2006,"32,787","31,297","1,490",4.5
CN5408300000000,54,83,"Randolph , WV",2006,"13,132","12,463",669,5.1
CN5408500000000,54,85,"Ritchie , WV",2006,"4,745","4,507",238,5
CN5408700000000,54,87,"Roane , WV",2006,"5,529","5,182",347,6.3
CN5408900000000,54,89,"Summers , WV",2006,"4,739","4,440",299,6.3
CN5409100000000,54,91,"Taylor , WV",2006,"6,987","6,617",370,5.3
CN5409300000000,54,93,"Tucker , WV",2006,"3,060","2,871",189,6.2
CN5409500000000,54,95,"Tyler , WV",2006,"3,663","3,401",262,7.2
CN5409700000000,54,97,"Upshur , WV",2006,"10,793","10,282",511,4.7
CN5409900000000,54,99,"Wayne , WV",2006,"17,666","16,706",960,5.4
CN5410100000000,54,101,"Webster , WV",2006,"3,425","3,228",197,5.8
CN5410300000000,54,103,"Wetzel , WV",2006,"6,346","5,827",519,8.2
CN5410500000000,54,105,"Wirt , WV",2006,"2,545","2,391",154,6.1
CN5410700000000,54,107,"Wood , WV",2006,"41,183","39,152","2,031",4.9
CN5410900000000,54,109,"Wyoming , WV",2006,"8,314","7,850",464,5.6
CN5500100000000,55,1,"Adams , WI",2006,"9,904","9,244",660,6.7
CN5500300000000,55,3,"Ashland , WI",2006,"9,251","8,689",562,6.1
CN5500500000000,55,5,"Barron , WI",2006,"25,551","24,139","1,412",5.5
CN5500700000000,55,7,"Bayfield , WI",2006,"8,268","7,738",530,6.4
CN5500900000000,55,9,"Brown , WI",2006,"136,965","130,739","6,226",4.5
CN5501100000000,55,11,"Buffalo , WI",2006,"8,522","8,182",340,4
CN5501300000000,55,13,"Burnett , WI",2006,"8,468","7,973",495,5.8
CN5501500000000,55,15,"Calumet , WI",2006,"25,350","24,314","1,036",4.1
CN5501700000000,55,17,"Chippewa , WI",2006,"33,610","31,875","1,735",5.2
CN5501900000000,55,19,"Clark , WI",2006,"17,805","16,840",965,5.4
CN5502100000000,55,21,"Columbia , WI",2006,"31,622","30,135","1,487",4.7
CN5502300000000,55,23,"Crawford , WI",2006,"9,666","9,191",475,4.9
CN5502500000000,55,25,"Dane , WI",2006,"288,708","279,286","9,422",3.3
CN5502700000000,55,27,"Dodge , WI",2006,"47,161","44,807","2,354",5
CN5502900000000,55,29,"Door , WI",2006,"16,660","15,760",900,5.4
CN5503100000000,55,31,"Douglas , WI",2006,"23,067","21,906","1,161",5
CN5503300000000,55,33,"Dunn , WI",2006,"23,885","22,792","1,093",4.6
CN5503500000000,55,35,"Eau Claire , WI",2006,"55,494","53,286","2,208",4
CN5503700000000,55,37,"Florence , WI",2006,"2,584","2,412",172,6.7
CN5503900000000,55,39,"Fond du Lac , WI",2006,"56,461","53,797","2,664",4.7
CN5504100000000,55,41,"Forest , WI",2006,"5,010","4,678",332,6.6
CN5504300000000,55,43,"Grant , WI",2006,"27,172","25,956","1,216",4.5
CN5504500000000,55,45,"Green , WI",2006,"20,274","19,383",891,4.4
CN5504700000000,55,47,"Green Lake , WI",2006,"10,444","9,866",578,5.5
CN5504900000000,55,49,"Iowa , WI",2006,"14,358","13,735",623,4.3
CN5505100000000,55,51,"Iron , WI",2006,"3,185","2,924",261,8.2
CN5505300000000,55,53,"Jackson , WI",2006,"9,985","9,434",551,5.5
CN5505500000000,55,55,"Jefferson , WI",2006,"42,827","40,875","1,952",4.6
CN5505700000000,55,57,"Juneau , WI",2006,"13,475","12,698",777,5.8
CN5505900000000,55,59,"Kenosha , WI",2006,"82,761","78,297","4,464",5.4
CN5506100000000,55,61,"Kewaunee , WI",2006,"11,837","11,310",527,4.5
CN5506300000000,55,63,"La Crosse , WI",2006,"63,667","61,260","2,407",3.8
CN5506500000000,55,65,"Lafayette , WI",2006,"9,163","8,787",376,4.1
CN5506700000000,55,67,"Langlade , WI",2006,"10,857","10,204",653,6
CN5506900000000,55,69,"Lincoln , WI",2006,"15,900","15,018",882,5.5
CN5507100000000,55,71,"Manitowoc , WI",2006,"45,407","43,161","2,246",4.9
CN5507300000000,55,73,"Marathon , WI",2006,"75,171","71,944","3,227",4.3
CN5507500000000,55,75,"Marinette , WI",2006,"22,012","20,592","1,420",6.5
CN5507700000000,55,77,"Marquette , WI",2006,"7,833","7,364",469,6
CN5507800000000,55,78,"Menominee , WI",2006,"1,669","1,483",186,11.1
CN5507900000000,55,79,"Milwaukee , WI",2006,"454,893","429,034","25,859",5.7
CN5508100000000,55,81,"Monroe , WI",2006,"23,910","22,884","1,026",4.3
CN5508300000000,55,83,"Oconto , WI",2006,"20,538","19,286","1,252",6.1
CN5508500000000,55,85,"Oneida , WI",2006,"20,069","18,897","1,172",5.8
CN5508700000000,55,87,"Outagamie , WI",2006,"95,965","91,517","4,448",4.6
CN5508900000000,55,89,"Ozaukee , WI",2006,"48,514","46,768","1,746",3.6
CN5509100000000,55,91,"Pepin , WI",2006,"4,087","3,893",194,4.7
CN5509300000000,55,93,"Pierce , WI",2006,"23,684","22,678","1,006",4.2
CN5509500000000,55,95,"Polk , WI",2006,"24,182","22,786","1,396",5.8
CN5509700000000,55,97,"Portage , WI",2006,"40,883","39,040","1,843",4.5
CN5509900000000,55,99,"Price , WI",2006,"8,671","8,191",480,5.5
CN5510100000000,55,101,"Racine , WI",2006,"99,399","93,764","5,635",5.7
CN5510300000000,55,103,"Richland , WI",2006,"9,942","9,477",465,4.7
CN5510500000000,55,105,"Rock , WI",2006,"84,165","79,907","4,258",5.1
CN5510700000000,55,107,"Rusk , WI",2006,"7,888","7,363",525,6.7
CN5510900000000,55,109,"St. Croix , WI",2006,"46,753","44,441","2,312",4.9
CN5511100000000,55,111,"Sauk , WI",2006,"34,783","33,211","1,572",4.5
CN5511300000000,55,113,"Sawyer , WI",2006,"9,344","8,742",602,6.4
CN5511500000000,55,115,"Shawano , WI",2006,"22,485","21,340","1,145",5.1
CN5511700000000,55,117,"Sheboygan , WI",2006,"65,296","62,707","2,589",4
CN5511900000000,55,119,"Taylor , WI",2006,"10,954","10,404",550,5
CN5512100000000,55,121,"Trempealeau , WI",2006,"16,183","15,484",699,4.3
CN5512300000000,55,123,"Vernon , WI",2006,"14,399","13,703",696,4.8
CN5512500000000,55,125,"Vilas , WI",2006,"11,765","11,050",715,6.1
CN5512700000000,55,127,"Walworth , WI",2006,"56,073","53,651","2,422",4.3
CN5512900000000,55,129,"Washburn , WI",2006,"8,093","7,560",533,6.6
CN5513100000000,55,131,"Washington , WI",2006,"73,930","70,867","3,063",4.1
CN5513300000000,55,133,"Waukesha , WI",2006,"216,291","208,079","8,212",3.8
CN5513500000000,55,135,"Waupaca , WI",2006,"28,487","27,060","1,427",5
CN5513700000000,55,137,"Waushara , WI",2006,"12,842","12,117",725,5.6
CN5513900000000,55,139,"Winnebago , WI",2006,"92,363","88,220","4,143",4.5
CN5514100000000,55,141,"Wood , WI",2006,"40,100","37,957","2,143",5.3
CN5600100000000,56,1,"Albany , WY",2006,"18,612","18,125",487,2.6
CN5600300000000,56,3,"Big Horn , WY",2006,"5,291","5,071",220,4.2
CN5600500000000,56,5,"Campbell , WY",2006,"24,864","24,332",532,2.1
CN5600700000000,56,7,"Carbon , WY",2006,"7,813","7,552",261,3.3
CN5600900000000,56,9,"Converse , WY",2006,"6,807","6,574",233,3.4
CN5601100000000,56,11,"Crook , WY",2006,"3,354","3,260",94,2.8
CN5601300000000,56,13,"Fremont , WY",2006,"17,585","16,826",759,4.3
CN5601500000000,56,15,"Goshen , WY",2006,"5,856","5,630",226,3.9
CN5601700000000,56,17,"Hot Springs , WY",2006,"2,310","2,226",84,3.6
CN5601900000000,56,19,"Johnson , WY",2006,"3,815","3,696",119,3.1
CN5602100000000,56,21,"Laramie , WY",2006,"41,432","39,830","1,602",3.9
CN5602300000000,56,23,"Lincoln , WY",2006,"8,143","7,860",283,3.5
CN5602500000000,56,25,"Natrona , WY",2006,"39,770","38,585","1,185",3
CN5602700000000,56,27,"Niobrara , WY",2006,"1,129","1,092",37,3.3
CN5602900000000,56,29,"Park , WY",2006,"14,123","13,618",505,3.6
CN5603100000000,56,31,"Platte , WY",2006,"3,963","3,788",175,4.4
CN5603300000000,56,33,"Sheridan , WY",2006,"15,353","14,868",485,3.2
CN5603500000000,56,35,"Sublette , WY",2006,"5,640","5,538",102,1.8
CN5603700000000,56,37,"Sweetwater , WY",2006,"23,299","22,719",580,2.5
CN5603900000000,56,39,"Teton , WY",2006,"13,931","13,577",354,2.5
CN5604100000000,56,41,"Uinta , WY",2006,"10,950","10,620",330,3
CN5604300000000,56,43,"Washakie , WY",2006,"4,156","4,005",151,3.6
CN5604500000000,56,45,"Weston , WY",2006,"3,054","2,947",107,3.5
CN7200100000000,72,1,"Adjuntas Municipio, PR",2006,"5,651","4,880",771,13.6
CN7200300000000,72,3,"Aguada Municipio, PR",2006,"16,423","14,431","1,992",12.1
CN7200500000000,72,5,"Aguadilla Municipio, PR",2006,"22,975","20,101","2,874",12.5
CN7200700000000,72,7,"Aguas Buenas Municipio, PR",2006,"9,925","8,787","1,138",11.5
CN7200900000000,72,9,"Aibonito Municipio, PR",2006,"8,284","7,235","1,049",12.7
CN7201100000000,72,11,"Anasco Municipio, PR",2006,"11,280","9,885","1,395",12.4
CN7201300000000,72,13,"Arecibo Municipio, PR",2006,"34,977","30,897","4,080",11.7
CN7201500000000,72,15,"Arroyo Municipio, PR",2006,"5,926","4,960",966,16.3
CN7201700000000,72,17,"Barceloneta Municipio, PR",2006,"7,691","6,588","1,103",14.3
CN7201900000000,72,19,"Barranquitas Municipio, PR",2006,"8,077","7,116",961,11.9
CN7202100000000,72,21,"Bayamon Municipio, PR",2006,"86,474","79,620","6,854",7.9
CN7202300000000,72,23,"Cabo Rojo Municipio, PR",2006,"21,550","19,530","2,020",9.4
CN7202500000000,72,25,"Caguas Municipio, PR",2006,"56,670","50,864","5,806",10.2
CN7202700000000,72,27,"Camuy Municipio, PR",2006,"13,495","12,033","1,462",10.8
CN7202900000000,72,29,"Canovanas Municipio, PR",2006,"15,089","13,210","1,879",12.5
CN7203100000000,72,31,"Carolina Municipio, PR",2006,"80,945","74,493","6,452",8
CN7203300000000,72,33,"Catano Municipio, PR",2006,"8,379","7,496",883,10.5
CN7203500000000,72,35,"Cayey Municipio, PR",2006,"16,545","14,514","2,031",12.3
CN7203700000000,72,37,"Ceiba Municipio, PR",2006,"6,148","5,449",699,11.4
CN7203900000000,72,39,"Ciales Municipio, PR",2006,"5,455","4,610",845,15.5
CN7204100000000,72,41,"Cidra Municipio, PR",2006,"16,276","14,396","1,880",11.6
CN7204300000000,72,43,"Coamo Municipio, PR",2006,"11,694","10,018","1,676",14.3
CN7204500000000,72,45,"Comerio Municipio, PR",2006,"5,034","4,334",700,13.9
CN7204700000000,72,47,"Corozal Municipio, PR",2006,"10,974","9,765","1,209",11
CN7204900000000,72,49,"Culebra Municipio, PR",2006,903,821,82,9.1
CN7205100000000,72,51,"Dorado Municipio, PR",2006,"13,375","12,138","1,237",9.2
CN7205300000000,72,53,"Fajardo Municipio, PR",2006,"15,741","13,723","2,018",12.8
CN7205400000000,72,54,"Florida Municipio, PR",2006,"4,457","3,783",674,15.1
CN7205500000000,72,55,"Guanica Municipio, PR",2006,"6,625","5,646",979,14.8
CN7205700000000,72,57,"Guayama Municipio, PR",2006,"15,250","13,056","2,194",14.4
CN7205900000000,72,59,"Guayanilla Municipio, PR",2006,"7,142","6,031","1,111",15.6
CN7206100000000,72,61,"Guaynabo Municipio, PR",2006,"46,508","43,811","2,697",5.8
CN7206300000000,72,63,"Gurabo Municipio, PR",2006,"16,101","14,527","1,574",9.8
CN7206500000000,72,65,"Hatillo Municipio, PR",2006,"13,469","11,846","1,623",12
CN7206700000000,72,67,"Hormigueros Municipio, PR",2006,"6,908","6,165",743,10.8
CN7206900000000,72,69,"Humacao Municipio, PR",2006,"21,890","18,772","3,118",14.2
CN7207100000000,72,71,"Isabela Municipio, PR",2006,"16,721","14,402","2,319",13.9
CN7207300000000,72,73,"Jayuya Municipio, PR",2006,"4,855","4,073",782,16.1
CN7207500000000,72,75,"Juana Diaz Municipio, PR",2006,"18,005","15,943","2,062",11.5
CN7207700000000,72,77,"Juncos Municipio, PR",2006,"13,569","11,974","1,595",11.8
CN7207900000000,72,79,"Lajas Municipio, PR",2006,"9,288","8,166","1,122",12.1
CN7208100000000,72,81,"Lares Municipio, PR",2006,"12,159","10,764","1,395",11.5
CN7208300000000,72,83,"Las Marias Municipio, PR",2006,"3,761","3,289",472,12.5
CN7208500000000,72,85,"Las Piedras Municipio, PR",2006,"13,393","11,644","1,749",13.1
CN7208700000000,72,87,"Loiza Municipio, PR",2006,"9,177","8,002","1,175",12.8
CN7208900000000,72,89,"Luquillo Municipio, PR",2006,"7,380","6,331","1,049",14.2
CN7209100000000,72,91,"Manati Municipio, PR",2006,"15,368","13,362","2,006",13.1
CN7209300000000,72,93,"Maricao Municipio, PR",2006,"2,026","1,780",246,12.1
CN7209500000000,72,95,"Maunabo Municipio, PR",2006,"3,759","3,131",628,16.7
CN7209700000000,72,97,"Mayaguez Municipio, PR",2006,"31,545","27,669","3,876",12.3
CN7209900000000,72,99,"Moca Municipio, PR",2006,"15,795","13,874","1,921",12.2
CN7210100000000,72,101,"Morovis Municipio, PR",2006,"9,618","8,264","1,354",14.1
CN7210300000000,72,103,"Naguabo Municipio, PR",2006,"7,802","6,683","1,119",14.3
CN7210500000000,72,105,"Naranjito Municipio, PR",2006,"8,957","7,985",972,10.9
CN7210700000000,72,107,"Orocovis Municipio, PR",2006,"5,719","4,839",880,15.4
CN7210900000000,72,109,"Patillas Municipio, PR",2006,"6,228","5,253",975,15.7
CN7211100000000,72,111,"Penuelas Municipio, PR",2006,"9,094","7,855","1,239",13.6
CN7211300000000,72,113,"Ponce Municipio, PR",2006,"67,401","60,367","7,034",10.4
CN7211500000000,72,115,"Quebradillas Municipio, PR",2006,"9,001","8,002",999,11.1
CN7211700000000,72,117,"Rincon Municipio, PR",2006,"5,775","5,080",695,12
